"Area","Item","Year","Area_harvested","Yield","temperature","precipitation","humidity","Soil_PH","Soil_Nitrogen","Soil_OM","VHI","ASI"
"Thailand","Rice",1970,6854000.0,20207.0,26.33,1867.78,77.5,4.37,1.64,3.76,0.44,10.21
"Thailand","Rice",1971,7096000.0,19369.0,25.72,1642.87,74.81,5.18,1.49,1.89,0.57,12.86
"Thailand","Rice",1972,6780000.0,18308.0,26.46,1555.46,75.0,4.2,1.14,3.12,0.42,8.03
"Thailand","Rice",1973,7743000.0,19242.0,26.47,1589.83,75.8,4.91,4.16,3.9,0.55,6.29
"Thailand","Rice",1974,7333000.0,18254.0,25.99,1681.47,77.2,5.49,1.87,2.5,0.38,17.35
"Thailand","Rice",1975,8357000.0,18308.0,26.21,1726.68,77.2,4.65,0.76,2.84,0.47,11.07
"Thailand","Rice",1976,8167000.0,18450.0,26.11,1598.93,74.1,4.94,3.84,3.77,0.47,19.24
"Thailand","Rice",1977,8750000.0,15910.0,26.36,1378.06,71.8,4.26,2.7,3.08,0.58,21.21
"Thailand","Rice",1978,8935000.0,19552.0,26.67,1623.1,74.4,5.93,3.04,3.76,0.37,18.59
"Thailand","Rice",1979,8654000.0,18209.0,27.05,1294.04,73.2,5.35,2.48,3.98,0.4,10.98
"Thailand","Rice",1980,9200080.0,18878.0,26.74,1669.85,73.0,4.7,2.91,2.89,0.38,22.0
"Thailand","Rice",1981,9105026.0,19521.0,25.97,1553.21,74.4,4.56,1.47,2.72,0.4,9.56
"Thailand","Rice",1982,8940017.0,18880.0,26.06,1504.89,75.2,4.83,1.72,3.97,0.55,13.46
"Thailand","Rice",1983,9606013.0,20351.0,26.4,1632.68,74.9,5.31,2.5,2.66,0.56,16.26
"Thailand","Rice",1984,9629710.0,20670.0,26.11,1504.35,73.0,5.5,1.19,3.52,0.55,1.77
"Thailand","Rice",1985,9833074.0,20608.0,26.19,1539.99,73.0,4.5,3.36,3.75,0.49,7.86
"Thailand","Rice",1986,9194021.0,20522.0,26.14,1497.08,71.7,4.28,4.11,2.99,0.43,20.81
"Thailand","Rice",1987,9147076.0,20147.0,26.97,1494.28,70.9,5.8,0.77,2.64,0.43,21.68
"Thailand","Rice",1988,9905932.0,21465.0,26.73,1744.1,72.4,5.33,1.41,1.55,0.53,1.42
"Thailand","Rice",1989,9879040.0,20853.0,26.73,1419.78,71.4,4.36,3.62,2.93,0.44,14.05
"Thailand","Rice",1990,8791885.0,19556.0,27.04,1529.3,70.5,5.43,2.14,3.27,0.46,10.45
"Thailand","Rice",1991,9052960.0,22534.0,27.11,1425.79,71.65,4.76,0.4,1.79,0.36,42.0
"Thailand","Rice",1992,9159680.0,21745.0,26.72,1370.1,70.9,5.82,1.31,2.79,0.43,17.14
"Thailand","Rice",1993,9000000.0,20497.0,26.74,1330.24,71.9,6.1,3.75,1.91,0.47,4.14
"Thailand","Rice",1994,8975229.0,23521.0,26.81,1653.44,72.6,4.76,3.68,1.56,0.52,2.46
"Thailand","Rice",1995,9112951.0,24158.0,26.7,1669.6,79.0,5.52,2.18,3.77,0.51,3.14
"Thailand","Rice",1996,9267200.0,24098.0,26.32,1754.71,69.8,4.37,1.77,3.72,0.54,1.09
"Thailand","Rice",1997,9912790.0,23788.0,26.86,1390.14,67.4,4.85,2.3,2.09,0.5,2.07
"Thailand","Rice",1998,9511520.0,24180.0,27.5,1520.52,73.2,4.96,1.73,1.96,0.54,3.08
"Thailand","Rice",1999,9969920.0,24244.0,26.3,1771.63,72.7,5.88,2.93,2.56,0.62,0.28
"Thailand","Rice",2000,9891200.0,26128.0,26.53,1760.17,70.9,5.45,4.44,3.82,0.52,0.98
"Thailand","Rice",2001,10125424.0,28739.0,26.71,1593.13,71.6,5.39,4.2,3.92,0.55,0.41
"Thailand","Rice",2002,9653534.0,29338.0,26.8,1645.98,72.67,4.62,0.39,3.69,0.51,1.95
"Thailand","Rice",2003,10163878.0,29339.0,26.71,1539.52,69.7,4.61,4.56,3.65,0.48,5.69
"Thailand","Rice",2004,9992868.0,28895.0,26.64,1438.8,68.2,5.25,3.92,2.03,0.41,25.72
"Thailand","Rice",2005,10224967.0,29974.0,26.85,1581.45,71.77,4.95,0.97,3.4,0.46,6.96
"Thailand","Rice",2006,10165155.0,29503.0,26.74,1714.52,69.4,5.12,1.94,3.31,0.46,9.52
"Thailand","Rice",2007,10668905.0,30441.0,26.64,1662.52,69.7,5.27,0.53,3.31,0.46,9.38
"Thailand","Rice",2008,10683549.0,29974.0,26.29,1712.79,71.0,4.8,2.76,1.96,0.59,0.14
"Thailand","Rice",2009,11141447.0,29079.0,26.68,1638.83,71.3,4.76,2.34,2.56,0.53,0.46
"Thailand","Rice",2010,11932320.0,29921.0,27.32,1637.71,73.3,5.9,3.53,2.06,0.55,1.52
"Thailand","Rice",2011,11956638.0,31867.0,26.27,1990.16,73.1,5.79,2.24,2.18,0.6,0.4
"Thailand","Rice",2012,11956781.0,31865.0,27.16,1538.85,74.6,5.66,4.15,3.91,0.54,0.9
"Thailand","Rice",2013,11684315.0,31463.0,26.8,1760.87,73.0,5.41,1.5,3.6,0.54,1.86
"Thailand","Rice",2014,10664923.0,30586.0,26.9,1472.06,71.9,5.2,1.29,2.8,0.53,1.55
"Thailand","Rice",2015,9717975.0,28506.0,27.3,1420.21,72.7,4.69,2.13,2.01,0.48,8.81
"Thailand","Rice",2016,10712000.0,29740.0,27.41,1600.27,68.73,5.5,2.54,2.07,0.5,8.16
"Thailand","Rice",2017,10719698.0,30690.0,26.93,1985.24,73.2,5.85,2.5,2.11,0.58,0.64
"Thailand","Rice",2018,10647941.0,30380.0,26.92,1573.64,73.2,5.75,1.75,3.67,0.56,1.38
"Thailand","Rice",2019,9812614.0,29164.0,27.49,1308.5,71.9,4.62,0.61,3.24,0.5,7.06
"Thailand","Rice",2020,10944149.0,28997.0,27.42,1541.5,72.0,4.25,1.72,1.74,0.55,5.35
"Thailand","Rice",2021,11164655.0,29538.0,26.9,1631.11,71.5,5.1,1.57,1.65,0.58,1.39
"Thailand","Rice",2022,11484233.0,29882.0,26.78,2066.47,73.0,5.15,0.33,2.34,0.59,1.4
"Thailand","Seed cotton, unginned",1961,52800.0,7254.0,26.23,1740.1,78.5,4.33,0.92,3.69,0.36,19.17
"Thailand","Seed cotton, unginned",1962,57760.0,7150.0,26.08,1586.14,76.3,5.95,4.05,2.66,0.55,3.96
"Thailand","Seed cotton, unginned",1963,69600.0,6983.0,26.07,1664.81,77.3,4.72,1.49,3.91,0.4,8.93
"Thailand","Seed cotton, unginned",1964,66080.0,7430.0,26.14,1689.46,73.19,4.89,3.02,3.65,0.43,7.68
"Thailand","Seed cotton, unginned",1965,72480.0,8251.0,26.28,1600.65,73.5,4.5,2.43,2.92,0.41,18.26
"Thailand","Seed cotton, unginned",1966,79200.0,11212.0,26.75,1762.56,76.6,4.62,4.74,3.13,0.57,9.75
"Thailand","Seed cotton, unginned",1967,96640.0,8351.0,26.12,1455.12,74.5,4.28,2.69,1.76,0.43,6.81
"Thailand","Seed cotton, unginned",1968,103840.0,11277.0,26.43,1472.85,77.2,4.21,2.59,2.37,0.37,9.35
"Thailand","Seed cotton, unginned",1969,81280.0,5376.0,26.56,1639.69,74.5,4.43,2.82,3.45,0.38,15.97
"Thailand","Seed cotton, unginned",1970,28000.0,9571.0,26.33,1867.78,77.5,4.37,1.64,3.76,0.44,10.21
"Thailand","Seed cotton, unginned",1971,42240.0,9588.0,25.72,1642.87,74.81,5.18,1.49,1.89,0.57,12.86
"Thailand","Seed cotton, unginned",1972,53120.0,9300.0,26.46,1555.46,75.0,4.2,1.14,3.12,0.42,8.03
"Thailand","Seed cotton, unginned",1973,26240.0,10824.0,26.47,1589.83,75.8,4.91,4.16,3.9,0.55,6.29
"Thailand","Seed cotton, unginned",1974,49600.0,11366.0,25.99,1681.47,77.2,5.49,1.87,2.5,0.38,17.35
"Thailand","Seed cotton, unginned",1975,28480.0,10094.0,26.21,1726.68,77.2,4.65,0.76,2.84,0.47,11.07
"Thailand","Seed cotton, unginned",1976,23840.0,11257.0,26.11,1598.93,74.1,4.94,3.84,3.77,0.47,19.24
"Thailand","Seed cotton, unginned",1977,79680.0,11391.0,26.36,1378.06,71.8,4.26,2.7,3.08,0.58,21.21
"Thailand","Seed cotton, unginned",1978,63200.0,11775.0,26.67,1623.1,74.4,5.93,3.04,3.76,0.37,18.59
"Thailand","Seed cotton, unginned",1979,117440.0,12152.0,27.05,1294.04,73.2,5.35,2.48,3.98,0.4,10.98
"Thailand","Seed cotton, unginned",1980,144461.0,13330.0,26.74,1669.85,73.0,4.7,2.91,2.89,0.38,22.0
"Thailand","Seed cotton, unginned",1981,152302.0,11538.0,25.97,1553.21,74.4,4.56,1.47,2.72,0.4,9.56
"Thailand","Seed cotton, unginned",1982,107141.0,11388.0,26.06,1504.89,75.2,4.83,1.72,3.97,0.55,13.46
"Thailand","Seed cotton, unginned",1983,100009.0,11921.0,26.4,1632.68,74.9,5.31,2.5,2.66,0.56,16.26
"Thailand","Seed cotton, unginned",1984,69872.0,11367.0,26.11,1504.35,73.0,5.5,1.19,3.52,0.55,1.77
"Thailand","Seed cotton, unginned",1985,80941.0,12541.0,26.19,1539.99,73.0,4.5,3.36,3.75,0.49,7.86
"Thailand","Seed cotton, unginned",1986,48828.0,11727.0,26.14,1497.08,71.7,4.28,4.11,2.99,0.43,20.81
"Thailand","Seed cotton, unginned",1987,63447.0,11714.0,26.97,1494.28,70.9,5.8,0.77,2.64,0.43,21.68
"Thailand","Seed cotton, unginned",1988,70484.0,14972.0,26.73,1744.1,72.4,5.33,1.41,1.55,0.53,1.42
"Thailand","Seed cotton, unginned",1989,62976.0,13629.0,26.73,1419.78,71.4,4.36,3.62,2.93,0.44,14.05
"Thailand","Seed cotton, unginned",1990,71122.0,13596.0,27.04,1529.3,70.5,5.43,2.14,3.27,0.46,10.45
"Thailand","Seed cotton, unginned",1991,97856.0,13149.0,27.11,1425.79,71.65,4.76,0.4,1.79,0.36,42.0
"Thailand","Seed cotton, unginned",1992,71360.0,13898.0,26.72,1370.1,70.9,5.82,1.31,2.79,0.43,17.14
"Thailand","Seed cotton, unginned",1993,49368.0,13485.0,26.74,1330.24,71.9,6.1,3.75,1.91,0.47,4.14
"Thailand","Seed cotton, unginned",1994,55152.0,14126.0,26.81,1653.44,72.6,4.76,3.68,1.56,0.52,2.46
"Thailand","Seed cotton, unginned",1995,54927.0,14702.0,26.7,1669.6,79.0,5.52,2.18,3.77,0.51,3.14
"Thailand","Seed cotton, unginned",1996,51360.0,14630.0,26.32,1754.71,69.8,4.37,1.77,3.72,0.54,1.09
"Thailand","Seed cotton, unginned",1997,35200.0,14489.0,26.86,1390.14,67.4,4.85,2.3,2.09,0.5,2.07
"Thailand","Seed cotton, unginned",1998,28767.0,14046.0,27.5,1520.52,73.2,4.96,1.73,1.96,0.54,3.08
"Thailand","Seed cotton, unginned",1999,25440.0,13595.0,26.3,1771.63,72.7,5.88,2.93,2.56,0.62,0.28
"Thailand","Seed cotton, unginned",2000,25600.0,14243.0,26.53,1760.17,70.9,5.45,4.44,3.82,0.52,0.98
"Thailand","Seed cotton, unginned",2001,41760.0,14515.0,26.71,1593.13,71.6,5.39,4.2,3.92,0.55,0.41
"Thailand","Seed cotton, unginned",2002,10644.0,13242.0,26.8,1645.98,72.67,4.62,0.39,3.69,0.51,1.95
"Thailand","Seed cotton, unginned",2003,7235.0,18995.0,26.71,1539.52,69.7,4.61,4.56,3.65,0.48,5.69
"Thailand","Seed cotton, unginned",2004,7239.0,19769.0,26.64,1438.8,68.2,5.25,3.92,2.03,0.41,25.72
"Thailand","Seed cotton, unginned",2005,11542.0,12186.0,26.85,1581.45,71.77,4.95,0.97,3.4,0.46,6.96
"Thailand","Seed cotton, unginned",2006,8743.0,11609.0,26.74,1714.52,69.4,5.12,1.94,3.31,0.46,9.52
"Thailand","Seed cotton, unginned",2007,8295.0,11473.0,26.64,1662.52,69.7,5.27,0.53,3.31,0.46,9.38
"Thailand","Seed cotton, unginned",2008,5000.0,12800.0,26.29,1712.79,71.0,4.8,2.76,1.96,0.59,0.14
"Thailand","Seed cotton, unginned",2009,5000.0,12800.0,26.68,1638.83,71.3,4.76,2.34,2.56,0.53,0.46
"Thailand","Seed cotton, unginned",2010,2000.0,16000.0,27.32,1637.71,73.3,5.9,3.53,2.06,0.55,1.52
"Thailand","Seed cotton, unginned",2011,2000.0,16000.0,26.27,1990.16,73.1,5.79,2.24,2.18,0.6,0.4
"Thailand","Seed cotton, unginned",2012,2000.0,16000.0,27.16,1538.85,74.6,5.66,4.15,3.91,0.54,0.9
"Thailand","Seed cotton, unginned",2013,2000.0,16000.0,26.8,1760.87,73.0,5.41,1.5,3.6,0.54,1.86
"Thailand","Seed cotton, unginned",2014,2000.0,16000.0,26.9,1472.06,71.9,5.2,1.29,2.8,0.53,1.55
"Thailand","Seed cotton, unginned",2015,2000.0,16000.0,27.3,1420.21,72.7,4.69,2.13,2.01,0.48,8.81
"Thailand","Seed cotton, unginned",2016,2000.0,16000.0,27.41,1600.27,68.73,5.5,2.54,2.07,0.5,8.16
"Thailand","Seed cotton, unginned",2017,2000.0,16000.0,26.93,1985.24,73.2,5.85,2.5,2.11,0.58,0.64
"Thailand","Seed cotton, unginned",2018,2000.0,16000.0,26.92,1573.64,73.2,5.75,1.75,3.67,0.56,1.38
"Thailand","Seed cotton, unginned",2019,2000.0,16000.0,27.49,1308.5,71.9,4.62,0.61,3.24,0.5,7.06
"Thailand","Seed cotton, unginned",2020,2000.0,15868.0,27.42,1541.5,72.0,4.25,1.72,1.74,0.55,5.35
"Thailand","Seed cotton, unginned",2021,2000.0,15853.0,26.9,1631.11,71.5,5.1,1.57,1.65,0.58,1.39
"Thailand","Seed cotton, unginned",2022,2000.0,15907.0,26.78,2066.47,73.0,5.15,0.33,2.34,0.59,1.4
"Thailand","Sesame seed",1961,14080.0,8807.0,26.23,1740.1,78.5,4.33,0.92,3.69,0.36,19.17
"Thailand","Sesame seed",1962,17440.0,9174.0,26.08,1586.14,76.3,5.95,4.05,2.66,0.55,3.96
"Thailand","Sesame seed",1963,17440.0,9174.0,26.07,1664.81,77.3,4.72,1.49,3.91,0.4,8.93
"Thailand","Sesame seed",1964,16160.0,8106.0,26.14,1689.46,73.19,4.89,3.02,3.65,0.43,7.68
"Thailand","Sesame seed",1965,24640.0,7427.0,26.28,1600.65,73.5,4.5,2.43,2.92,0.41,18.26
"Thailand","Sesame seed",1966,29120.0,6834.0,26.75,1762.56,76.6,4.62,4.74,3.13,0.57,9.75
"Thailand","Sesame seed",1967,33120.0,6854.0,26.12,1455.12,74.5,4.28,2.69,1.76,0.43,6.81
"Thailand","Sesame seed",1968,28480.0,7690.0,26.43,1472.85,77.2,4.21,2.59,2.37,0.37,9.35
"Thailand","Sesame seed",1969,25280.0,7358.0,26.56,1639.69,74.5,4.43,2.82,3.45,0.38,15.97
"Thailand","Sesame seed",1970,26560.0,7605.0,26.33,1867.78,77.5,4.37,1.64,3.76,0.44,10.21
"Thailand","Sesame seed",1971,28000.0,7607.0,25.72,1642.87,74.81,5.18,1.49,1.89,0.57,12.86
"Thailand","Sesame seed",1972,27520.0,7740.0,26.46,1555.46,75.0,4.2,1.14,3.12,0.42,8.03
"Thailand","Sesame seed",1973,34880.0,6709.0,26.47,1589.83,75.8,4.91,4.16,3.9,0.55,6.29
"Thailand","Sesame seed",1974,26240.0,11852.0,25.99,1681.47,77.2,5.49,1.87,2.5,0.38,17.35
"Thailand","Sesame seed",1975,25760.0,8113.0,26.21,1726.68,77.2,4.65,0.76,2.84,0.47,11.07
"Thailand","Sesame seed",1976,28000.0,7357.0,26.11,1598.93,74.1,4.94,3.84,3.77,0.47,19.24
"Thailand","Sesame seed",1977,35200.0,6648.0,26.36,1378.06,71.8,4.26,2.7,3.08,0.58,21.21
"Thailand","Sesame seed",1978,46256.0,6464.0,26.67,1623.1,74.4,5.93,3.04,3.76,0.37,18.59
"Thailand","Sesame seed",1979,36480.0,5948.0,27.05,1294.04,73.2,5.35,2.48,3.98,0.4,10.98
"Thailand","Sesame seed",1980,39200.0,6913.0,26.74,1669.85,73.0,4.7,2.91,2.89,0.38,22.0
"Thailand","Sesame seed",1981,41184.0,6920.0,25.97,1553.21,74.4,4.56,1.47,2.72,0.4,9.56
"Thailand","Sesame seed",1982,34176.0,6554.0,26.06,1504.89,75.2,4.83,1.72,3.97,0.55,13.46
"Thailand","Sesame seed",1983,31168.0,5230.0,26.4,1632.68,74.9,5.31,2.5,2.66,0.56,16.26
"Thailand","Sesame seed",1984,36800.0,6005.0,26.11,1504.35,73.0,5.5,1.19,3.52,0.55,1.77
"Thailand","Sesame seed",1985,43600.0,5826.0,26.19,1539.99,73.0,4.5,3.36,3.75,0.49,7.86
"Thailand","Sesame seed",1986,50896.0,6248.0,26.14,1497.08,71.7,4.28,4.11,2.99,0.43,20.81
"Thailand","Sesame seed",1987,45312.0,6025.0,26.97,1494.28,70.9,5.8,0.77,2.64,0.43,21.68
"Thailand","Sesame seed",1988,50200.0,5437.0,26.73,1744.1,72.4,5.33,1.41,1.55,0.53,1.42
"Thailand","Sesame seed",1989,52961.0,5188.0,26.73,1419.78,71.4,4.36,3.62,2.93,0.44,14.05
"Thailand","Sesame seed",1990,58400.0,5000.0,27.04,1529.3,70.5,5.43,2.14,3.27,0.46,10.45
"Thailand","Sesame seed",1991,61600.0,5188.0,27.11,1425.79,71.65,4.76,0.4,1.79,0.36,42.0
"Thailand","Sesame seed",1992,59360.0,5314.0,26.72,1370.1,70.9,5.82,1.31,2.79,0.43,17.14
"Thailand","Sesame seed",1993,60320.0,5438.0,26.74,1330.24,71.9,6.1,3.75,1.91,0.47,4.14
"Thailand","Sesame seed",1994,59360.0,5357.0,26.81,1653.44,72.6,4.76,3.68,1.56,0.52,2.46
"Thailand","Sesame seed",1995,60960.0,5495.0,26.7,1669.6,79.0,5.52,2.18,3.77,0.51,3.14
"Thailand","Sesame seed",1996,61760.0,5554.0,26.32,1754.71,69.8,4.37,1.77,3.72,0.54,1.09
"Thailand","Sesame seed",1997,60960.0,5741.0,26.86,1390.14,67.4,4.85,2.3,2.09,0.5,2.07
"Thailand","Sesame seed",1998,61920.0,5830.0,27.5,1520.52,73.2,4.96,1.73,1.96,0.54,3.08
"Thailand","Sesame seed",1999,62400.0,5994.0,26.3,1771.63,72.7,5.88,2.93,2.56,0.62,0.28
"Thailand","Sesame seed",2000,62674.0,6188.0,26.53,1760.17,70.9,5.45,4.44,3.82,0.52,0.98
"Thailand","Sesame seed",2001,62974.0,6125.0,26.71,1593.13,71.6,5.39,4.2,3.92,0.55,0.41
"Thailand","Sesame seed",2002,63250.0,6250.0,26.8,1645.98,72.67,4.62,0.39,3.69,0.51,1.95
"Thailand","Sesame seed",2003,63504.0,6375.0,26.71,1539.52,69.7,4.61,4.56,3.65,0.48,5.69
"Thailand","Sesame seed",2004,63738.0,6437.0,26.64,1438.8,68.2,5.25,3.92,2.03,0.41,25.72
"Thailand","Sesame seed",2005,64838.0,6500.0,26.85,1581.45,71.77,4.95,0.97,3.4,0.46,6.96
"Thailand","Sesame seed",2006,65035.0,6313.0,26.74,1714.52,69.4,5.12,1.94,3.31,0.46,9.52
"Thailand","Sesame seed",2007,65430.0,6563.0,26.64,1662.52,69.7,5.27,0.53,3.31,0.46,9.38
"Thailand","Sesame seed",2008,65614.0,6750.0,26.29,1712.79,71.0,4.8,2.76,1.96,0.59,0.14
"Thailand","Sesame seed",2009,65769.0,7000.0,26.68,1638.83,71.3,4.76,2.34,2.56,0.53,0.46
"Thailand","Sesame seed",2010,66145.0,7188.0,27.32,1637.71,73.3,5.9,3.53,2.06,0.55,1.52
"Thailand","Sesame seed",2011,66211.0,7376.0,26.27,1990.16,73.1,5.79,2.24,2.18,0.6,0.4
"Thailand","Sesame seed",2012,48102.0,6250.0,27.16,1538.85,74.6,5.66,4.15,3.91,0.54,0.9
"Thailand","Sesame seed",2013,44785.0,6500.0,26.8,1760.87,73.0,5.41,1.5,3.6,0.54,1.86
"Thailand","Sesame seed",2014,42547.0,6769.0,26.9,1472.06,71.9,5.2,1.29,2.8,0.53,1.55
"Thailand","Sesame seed",2015,41788.0,6845.0,27.3,1420.21,72.7,4.69,2.13,2.01,0.48,8.81
"Thailand","Sesame seed",2016,44000.0,6818.0,27.41,1600.27,68.73,5.5,2.54,2.07,0.5,8.16
"Thailand","Sesame seed",2017,45000.0,6667.0,26.93,1985.24,73.2,5.85,2.5,2.11,0.58,0.64
"Thailand","Sesame seed",2018,45000.0,6889.0,26.92,1573.64,73.2,5.75,1.75,3.67,0.56,1.38
"Thailand","Sesame seed",2019,45000.0,6889.0,27.49,1308.5,71.9,4.62,0.61,3.24,0.5,7.06
"Thailand","Sesame seed",2020,45000.0,6889.0,27.42,1541.5,72.0,4.25,1.72,1.74,0.55,5.35
"Thailand","Sesame seed",2021,45000.0,6889.0,26.9,1631.11,71.5,5.1,1.57,1.65,0.58,1.39
"Thailand","Sesame seed",2022,45000.0,6889.0,26.78,2066.47,73.0,5.15,0.33,2.34,0.59,1.4
"Thailand","Sisal, raw",1961,0.0,0.0,26.23,1740.1,78.5,4.33,0.92,3.69,0.36,19.17
"Thailand","Sisal, raw",1962,0.0,0.0,26.08,1586.14,76.3,5.95,4.05,2.66,0.55,3.96
"Thailand","Sisal, raw",1963,0.0,0.0,26.07,1664.81,77.3,4.72,1.49,3.91,0.4,8.93
"Thailand","Sisal, raw",1964,0.0,0.0,26.14,1689.46,73.19,4.89,3.02,3.65,0.43,7.68
"Thailand","Sisal, raw",1965,0.0,0.0,26.28,1600.65,73.5,4.5,2.43,2.92,0.41,18.26
"Thailand","Sisal, raw",1966,0.0,0.0,26.75,1762.56,76.6,4.62,4.74,3.13,0.57,9.75
"Thailand","Sisal, raw",1967,0.0,0.0,26.12,1455.12,74.5,4.28,2.69,1.76,0.43,6.81
"Thailand","Sisal, raw",1968,0.0,0.0,26.43,1472.85,77.2,4.21,2.59,2.37,0.37,9.35
"Thailand","Sisal, raw",1969,0.0,0.0,26.56,1639.69,74.5,4.43,2.82,3.45,0.38,15.97
"Thailand","Sisal, raw",1970,80.0,6250.0,26.33,1867.78,77.5,4.37,1.64,3.76,0.44,10.21
"Thailand","Sisal, raw",1971,460.0,6522.0,25.72,1642.87,74.81,5.18,1.49,1.89,0.57,12.86
"Thailand","Sisal, raw",1972,50.0,6000.0,26.46,1555.46,75.0,4.2,1.14,3.12,0.42,8.03
"Thailand","Sisal, raw",1973,80.0,6250.0,26.47,1589.83,75.8,4.91,4.16,3.9,0.55,6.29
"Thailand","Sisal, raw",1974,150.0,6667.0,25.99,1681.47,77.2,5.49,1.87,2.5,0.38,17.35
"Thailand","Sisal, raw",1975,80.0,6250.0,26.21,1726.68,77.2,4.65,0.76,2.84,0.47,11.07
"Thailand","Sisal, raw",1976,110.0,6364.0,26.11,1598.93,74.1,4.94,3.84,3.77,0.47,19.24
"Thailand","Sisal, raw",1977,125.0,6400.0,26.36,1378.06,71.8,4.26,2.7,3.08,0.58,21.21
"Thailand","Sisal, raw",1978,50.0,6000.0,26.67,1623.1,74.4,5.93,3.04,3.76,0.37,18.59
"Thailand","Sisal, raw",1979,50.0,6000.0,27.05,1294.04,73.2,5.35,2.48,3.98,0.4,10.98
"Thailand","Sisal, raw",1980,310.0,6452.0,26.74,1669.85,73.0,4.7,2.91,2.89,0.38,22.0
"Thailand","Sisal, raw",1981,80.0,6250.0,25.97,1553.21,74.4,4.56,1.47,2.72,0.4,9.56
"Thailand","Sisal, raw",1982,80.0,6250.0,26.06,1504.89,75.2,4.83,1.72,3.97,0.55,13.46
"Thailand","Sisal, raw",1983,80.0,6250.0,26.4,1632.68,74.9,5.31,2.5,2.66,0.56,16.26
"Thailand","Sisal, raw",1984,80.0,6250.0,26.11,1504.35,73.0,5.5,1.19,3.52,0.55,1.77
"Thailand","Sisal, raw",1985,80.0,6250.0,26.19,1539.99,73.0,4.5,3.36,3.75,0.49,7.86
"Thailand","Sisal, raw",1986,80.0,6250.0,26.14,1497.08,71.7,4.28,4.11,2.99,0.43,20.81
"Thailand","Sisal, raw",1987,100.0,6500.0,26.97,1494.28,70.9,5.8,0.77,2.64,0.43,21.68
"Thailand","Sisal, raw",1988,100.0,6500.0,26.73,1744.1,72.4,5.33,1.41,1.55,0.53,1.42
"Thailand","Sisal, raw",1989,100.0,6500.0,26.73,1419.78,71.4,4.36,3.62,2.93,0.44,14.05
"Thailand","Sisal, raw",1990,106.0,6792.0,27.04,1529.3,70.5,5.43,2.14,3.27,0.46,10.45
"Thailand","Sisal, raw",1991,80.0,6777.0,27.11,1425.79,71.65,4.76,0.4,1.79,0.36,42.0
"Thailand","Sisal, raw",1992,75.0,6667.0,26.72,1370.1,70.9,5.82,1.31,2.79,0.43,17.14
"Thailand","Sisal, raw",1993,67.0,6703.0,26.74,1330.24,71.9,6.1,3.75,1.91,0.47,4.14
"Thailand","Sisal, raw",1994,60.0,6667.0,26.81,1653.44,72.6,4.76,3.68,1.56,0.52,2.46
"Thailand","Sisal, raw",1995,57.0,6531.0,26.7,1669.6,79.0,5.52,2.18,3.77,0.51,3.14
"Thailand","Sisal, raw",1996,55.0,6364.0,26.32,1754.71,69.8,4.37,1.77,3.72,0.54,1.09
"Thailand","Sisal, raw",1997,58.0,6348.0,26.86,1390.14,67.4,4.85,2.3,2.09,0.5,2.07
"Thailand","Sisal, raw",1998,60.0,6333.0,27.5,1520.52,73.2,4.96,1.73,1.96,0.54,3.08
"Thailand","Sisal, raw",1999,63.0,6241.0,26.3,1771.63,72.7,5.88,2.93,2.56,0.62,0.28
"Thailand","Sisal, raw",2000,65.0,6191.0,26.53,1760.17,70.9,5.45,4.44,3.82,0.52,0.98
"Thailand","Sisal, raw",2001,66.0,6364.0,26.71,1593.13,71.6,5.39,4.2,3.92,0.55,0.41
"Thailand","Sisal, raw",2002,71.0,6101.0,26.8,1645.98,72.67,4.62,0.39,3.69,0.51,1.95
"Thailand","Sisal, raw",2003,70.0,6429.0,26.71,1539.52,69.7,4.61,4.56,3.65,0.48,5.69
"Thailand","Sisal, raw",2004,74.0,5904.0,26.64,1438.8,68.2,5.25,3.92,2.03,0.41,25.72
"Thailand","Sisal, raw",2005,74.0,5736.0,26.85,1581.45,71.77,4.95,0.97,3.4,0.46,6.96
"Thailand","Sisal, raw",2006,66.0,5353.0,26.74,1714.52,69.4,5.12,1.94,3.31,0.46,9.52
"Thailand","Sisal, raw",2007,62.0,5069.0,26.64,1662.52,69.7,5.27,0.53,3.31,0.46,9.38
"Thailand","Sisal, raw",2008,57.0,4794.0,26.29,1712.79,71.0,4.8,2.76,1.96,0.59,0.14
"Thailand","Sisal, raw",2009,52.0,4511.0,26.68,1638.83,71.3,4.76,2.34,2.56,0.53,0.46
"Thailand","Sisal, raw",2010,46.0,4232.0,27.32,1637.71,73.3,5.9,3.53,2.06,0.55,1.52
"Thailand","Sisal, raw",2011,41.0,3966.0,26.27,1990.16,73.1,5.79,2.24,2.18,0.6,0.4
"Thailand","Sisal, raw",2012,40.0,3250.0,27.16,1538.85,74.6,5.66,4.15,3.91,0.54,0.9
"Thailand","Sisal, raw",2013,40.0,3250.0,26.8,1760.87,73.0,5.41,1.5,3.6,0.54,1.86
"Thailand","Sisal, raw",2014,42.0,3118.0,26.9,1472.06,71.9,5.2,1.29,2.8,0.53,1.55
"Thailand","Sisal, raw",2015,37.0,3001.0,27.3,1420.21,72.7,4.69,2.13,2.01,0.48,8.81
"Thailand","Sisal, raw",2016,39.0,3126.0,27.41,1600.27,68.73,5.5,2.54,2.07,0.5,8.16
